"gene_id","symbol"
"108072","Grm6"
"108073","Grm7"
"108078","Olr1"
"108079","Prkaa2"
"108083","Pip4k2b"
"108096","Slco1a5"
"108097","Prkab2"
"108099","Prkag2"
"108100","Baiap2"
"108101","Fermt3"
"108151","Sema3d"
"108664","Atp6v1h"
"108723","Card11"
"108960","Irak2"
"109305","Orai1"
"109333","Pkn2"
"109624","Cald1"
"109648","Npy"
"109689","Arrb1"
"109700","Itga1"
"109711","Actn1"
"109821","F11"
"109880","Braf"
"109905","Rap1a"
"110078","Pygb"
"110094","Phka2"
"110095","Pygl"
"110115","Cyp11b1"
"110135","Fgb"
"110147","Ehmt2"
"110157","Raf1"
"110326","Tas1r1"
"110351","Rap1gap"
"110355","Grk2"
"110379","Sec13"
"110385","Pde4c"
"110511","Olfr153"
"110542","Amhr2"
"110557","H2-Q6"
"110558","H2-Q9"
"110637","Grik4"
"110651","Rps6ka3"
"110696","H2-M10.3"
"110784","Nr3c2"
"110834","Chrna3"
"110876","Scn2a"
"110886","Gabra5"
"110891","Slc8a2"
"110893","Slc8a3"
"110935","Atp6v1b1"
"110957","D1Pas1"
"112405","Egln1"
"112406","Egln2"
"112407","Egln3"
"11350","Abl1"
"11352","Abl2"
"11363","Acadl"
"11364","Acadm"
"113868","Acaa1a"
"11418","Asic2"
"11419","Asic1"
"11430","Acox1"
"11431","Acp1"
"11438","Chrna4"
"11440","Chrna6"
"11441","Chrna7"
"11444","Chrnb2"
"11450","Adipoq"
"11461","Actb"
"11464","Actc1"
"11465","Actg1"
"114671","4930444G20Rik"
"11468","Actg2"
"114713","Rasa2"
"11475","Acta2"
"11477","Acvr1"
"11479","Acvr1b"
"11480","Acvr2a"
"11481","Acvr2b"
"114875","Plcz1"
"11491","Adam17"
"11512","Adcy6"
"11513","Adcy7"
"11514","Adcy8"
"11515","Adcy9"
"11516","Adcyap1"
"11517","Adcyap1r1"
"11520","Plin2"
"11537","Cfd"
"11539","Adora1"
"11540","Adora2a"
"11541","Adora2b"
"11542","Adora3"
"11545","Parp1"
"11546","Parp2"
"11548","Adra1b"
"11549","Adra1a"
"11550","Adra1d"
"11551","Adra2a"
"11552","Adra2b"
"11553","Adra2c"
"11554","Adrb1"
"11555","Adrb2"
"11556","Adrb3"
"11576","Afp"
"11600","Angpt1"
"11601","Angpt2"
"11602","Angpt4"
"11604","Agrp"
"11607","Agtr1a"
"11608","Agtr1b"
"11609","Agtr2"
"11651","Akt1"
"11652","Akt2"
"11674","Aldoa"
"116838","Rims2"
"117004","Olfr73"
"117005","Olfr74"
"11705","Amh"
"117149","Tirap"
"117150","Pip4k2c"
"11739","Slc25a4"
"11740","Slc25a5"
"117600","Srgap1"
"117606","Boc"
"11761","Aox1"
"11770","Fabp4"
"11783","Apaf1"
"11789","Apc"
"11793","Atg5"
"11796","Birc3"
"11797","Birc2"
"11798","Xiap"
"11799","Birc5"
"11806","Apoa1"
"11807","Apoa2"
"11814","Apoc3"
"11826","Aqp1"
"11827","Aqp2"
"11830","Aqp5"
"11832","Aqp7"
"11835","Ar"
"11836","Araf"
"11839","Areg"
"11840","Arf1"
"11845","Arf6"
"11848","Rhoa"
"11854","Rhod"
"11855","Arhgap5"
"11857","Arhgdib"
"11863","Arnt"
"11865","Arntl"
"11867","Arpc1b"
"11905","Serpinc1"
"11908","Atf1"
"11909","Atf2"
"11911","Atf4"
"11920","Atm"
"11928","Atp1a1"
"11931","Atp1b1"
"11932","Atp1b2"
"11933","Atp1b3"
"11936","Fxyd2"
"11937","Atp2a1"
"11938","Atp2a2"
"11941","Atp2b2"
"11964","Atp6v1a"
"11966","Atp6v1b2"
"11973","Atp6v1e1"
"11998","Avp"
"12000","Avpr2"
"12005","Axin1"
"12006","Axin2"
"12015","Bad"
"12018","Bak1"
"12028","Bax"
"12042","Bcl10"
"12043","Bcl2"
"12044","Bcl2a1a"
"12045","Bcl2a1b"
"12046","Bcl2a1c"
"12047","Bcl2a1d"
"12048","Bcl2l1"
"12053","Bcl6"
"12061","Bdkrb1"
"12062","Bdkrb2"
"12064","Bdnf"
"12070","Bex3"
"12122","Bid"
"12123","Hrk"
"12125","Bcl2l11"
"12145","Cxcr5"
"12156","Bmp2"
"12159","Bmp4"
"12160","Bmp5"
"12161","Bmp6"
"12162","Bmp7"
"12163","Bmp8a"
"12164","Bmp8b"
"12166","Bmpr1a"
"12167","Bmpr1b"
"12168","Bmpr2"
"12176","Bnip3"
"12182","Bst1"
"12192","Zfp36l1"
"12193","Zfp36l2"
"12223","Btc"
"12229","Btk"
"12234","Btrc"
"12235","Bub1"
"12236","Bub1b"
"12237","Bub3"
"12258","Serping1"
"12259","C1qa"
"12260","C1qb"
"12262","C1qc"
"12263","C2"
"12265","Ciita"
"12266","C3"
"12268","C4b"
"12283","Cab39"
"12286","Cacna1a"
"12287","Cacna1b"
"12288","Cacna1c"
"12289","Cacna1d"
"12290","Cacna1e"
"12291","Cacna1g"
"12292","Cacna1s"
"12293","Cacna2d1"
"12294","Cacna2d3"
"12295","Cacnb1"
"12296","Cacnb2"
"12297","Cacnb3"
"12298","Cacnb4"
"12299","Cacng1"
"12300","Cacng2"
"12307","Calb1"
"12313","Calm1"
"12314","Calm2"
"12315","Calm3"
"12322","Camk2a"
"12323","Camk2b"
"12325","Camk2g"
"12326","Camk4"
"12333","Capn1"
"12334","Capn2"
"12359","Cat"
"12362","Casp1"
"12363","Casp4"
"12364","Casp12"
"12366","Casp2"
"12367","Casp3"
"12368","Casp6"
"12369","Casp7"
"12370","Casp8"
"12371","Casp9"
"12374","Casr"
"12385","Ctnna1"
"12386","Ctnna2"
"12387","Ctnnb1"
"12388","Ctnnd1"
"12389","Cav1"
"12390","Cav2"
"12391","Cav3"
"12402","Cbl"
"12421","Rb1cc1"
"12425","Cckar"
"12426","Cckbr"
"12427","Ccna1"
"12428","Ccna2"
"12442","Ccnb2"
"12443","Ccnd1"
"12444","Ccnd2"
"12445","Ccnd3"
"12447","Ccne1"
"12448","Ccne2"
"12450","Ccng1"
"12452","Ccng2"
"12458","Ccr6"
"12475","Cd14"
"12477","Ctla4"
"12478","Cd19"
"12483","Cd22"
"12487","Cd28"
"12491","Cd36"
"12494","Cd38"
"12501","Cd3e"
"12503","Cd247"
"12504","Cd4"
"12506","Cd48"
"12517","Cd72"
"12518","Cd79a"
"12519","Cd80"
"12521","Cd82"
"12524","Cd86"
"12525","Cd8a"
"12526","Cd8b1"
"12530","Cdc25a"
"12531","Cdc25b"
"12532","Cdc25c"
"12534","Cdk1"
"12539","Cdc37"
"12540","Cdc42"
"12544","Cdc45"
"12545","Cdc7"
"12550","Cdh1"
"12562","Cdh5"
"12566","Cdk2"
"12567","Cdk4"
"12568","Cdk5"
"12571","Cdk6"
"12572","Cdk7"
"12575","Cdkn1a"
"12576","Cdkn1b"
"12577","Cdkn1c"
"12578","Cdkn2a"
"12579","Cdkn2b"
"12580","Cdkn2c"
"12581","Cdkn2d"
"12608","Cebpb"
"12622","Cer1"
"12631","Cfl1"
"12632","Cfl2"
"12633","Cflar"
"12638","Cftr"
"12640","Cga"
"12643","Chad"
"12649","Chek1"
"12667","Chrd"
"12669","Chrm1"
"12671","Chrm3"
"12672","Chrm4"
"12675","Chuk"
"12700","Cish"
"12702","Socs3"
"12703","Socs1"
"12722","Clca3a1"
"12753","Clock"
"12765","Cxcr2"
"12766","Cxcr3"
"12767","Cxcr4"
"12768","Ccr1"
"12769","Ccr9"
"12770","Ccr1l1"
"12771","Ccr3"
"12772","Ccr2"
"12773","Ccr4"
"12774","Ccr5"
"12775","Ccr7"
"12776","Ccr8"
"12777","Ccr10"
"12780","Abcc2"
"12788","Cnga1"
"12789","Cnga2"
"12790","Cnga3"
"12795","Plk3"
"12796","Camp"
"12801","Cnr1"
"12803","Cntf"
"12804","Cntfr"
"12824","Col2a1"
"12825","Col3a1"
"12826","Col4a1"
"12827","Col4a2"
"12828","Col4a3"
"12829","Col4a4"
"12830","Col4a5"
"12833","Col6a1"
"12834","Col6a2"
"12835","Col6a3"
"12839","Col9a1"
"12840","Col9a2"
"12841","Col9a3"
"12842","Col1a1"
"12843","Col1a2"
"12845","Comp"
"12877","Cpeb1"
"12894","Cpt1a"
"12895","Cpt1b"
"12896","Cpt2"
"12912","Creb1"
"12913","Creb3"
"12914","Crebbp"
"12915","Atf6b"
"12916","Crem"
"12927","Bcar1"
"12928","Crk"
"12929","Crkl"
"12934","Dpysl2"
"12952","Cry1"
"12953","Cry2"
"12955","Cryab"
"12977","Csf1"
"12978","Csf1r"
"12981","Csf2"
"12982","Csf2ra"
"12983","Csf2rb"
"12984","Csf2rb2"
"12985","Csf3"
"12986","Csf3r"
"12991","Csn2"
"12995","Csnk2a1"
"13000","Csnk2a2"
"13001","Csnk2b"
"13006","Smc3"
"13016","Ctbp1"
"13017","Ctbp2"
"13019","Ctf1"
"13030","Ctsb"
"13032","Ctsc"
"13033","Ctsd"
"13036","Ctsh"
"13038","Ctsk"
"13039","Ctsl"
"13040","Ctss"
"13041","Ctsw"
"13043","Cttn"
"13051","Cx3cr1"
"13057","Cyba"
"13058","Cybb"
"13063","Cycs"
"13067","Cyct"
"13074","Cyp17a1"
"13075","Cyp19a1"
"13117","Cyp4a10"
"13118","Cyp4a12b"
"13119","Cyp4a14"
"13122","Cyp7a1"
"13124","Cyp8b1"
"13162","Slc6a3"
"13163","Daxx"
"13167","Dbi"
"13176","Dcc"
"13179","Dcn"
"13190","Dct"
"13196","Asap1"
"13197","Gadd45a"
"13198","Ddit3"
"13205","Ddx3x"
"13347","Dffa"
"13363","Dhh"
"13367","Diaph1"
"13380","Dkk1"
"13383","Dlg1"
"13385","Dlg4"
"13388","Dll1"
"13389","Dll3"
"13429","Dnm1"
"13430","Dnm2"
"13488","Drd1"
"13489","Drd2"
"13490","Drd3"
"13491","Drd4"
"13492","Drd5"
"13537","Dusp2"
"13542","Dvl1"
"13543","Dvl2"
"13544","Dvl3"
"13555","E2f1"
"13557","E2f3"
"13559","E2f5"
"13590","Lefty1"
"13609","S1pr1"
"13610","S1pr3"
"13611","S1pr4"
"13614","Edn1"
"13617","Ednra"
"13618","Ednrb"
"13629","Eef2"
"13631","Eef2k"
"13636","Efna1"
"13637","Efna2"
"13638","Efna3"
"13639","Efna4"
"13640","Efna5"
"13641","Efnb1"
"13642","Efnb2"
"13643","Efnb3"
"13645","Egf"
"13646","Klk1b22"
"13648","Klk1b9"
"13649","Egfr"
"13663","Ei24"
"13665","Eif2s1"
"13666","Eif2ak3"
"13684","Eif4e"
"13685","Eif4ebp1"
"13688","Eif4ebp2"
"13711","Elf5"
"13712","Elk1"
"13714","Elk4"
"13800","Enah"
"13806","Eno1"
"13807","Eno2"
"13808","Eno3"
"13835","Epha1"
"13836","Epha2"
"13837","Epha3"
"13838","Epha4"
"13839","Epha5"
"13840","Epha6"
"13841","Epha7"
"13842","Epha8"
"13844","Ephb2"
"13845","Ephb3"
"13846","Ephb4"
"13848","Ephb6"
"13856","Epo"
"13857","Epor"
"13866","Erbb2"
"13867","Erbb3"
"13869","Erbb4"
"13874","Ereg"
"13982","Esr1"
"13983","Esr2"
"14013","Mecom"
"140491","Ppp1r3a"
"140557","Smc1b"
"140570","Plxnb2"
"140571","Plxnb3"
"140579","Elmo2"
"14058","F10"
"140580","Elmo1"
"14060","F13b"
"14061","F2"
"14062","F2r"
"14063","F2rl1"
"14064","F2rl2"
"14065","F2rl3"
"14066","F3"
"14067","F5"
"14068","F7"
"14069","F8"
"14071","F9"
"140723","Cacng5"
"140742","Sesn1"
"14077","Fabp3"
"140781","Myh7"
"14080","Fabp1"
"14081","Acsl1"
"14082","Fadd"
"14083","Ptk2"
"14102","Fas"
"14103","Fasl"
"14104","Fasn"
"14120","Fbp2"
"14121","Fbp1"
"14125","Fcer1a"
"14126","Ms4a2"
"14127","Fcer1g"
"14129","Fcgr1"
"14130","Fcgr2b"
"14131","Fcgr3"
"14158","Fer"
"14159","Fes"
"14161","Fga"
"14163","Fgd1"
"14164","Fgf1"
"14165","Fgf10"
"14166","Fgf11"
"14167","Fgf12"
"14168","Fgf13"
"14169","Fgf14"
"14170","Fgf15"
"14171","Fgf17"
"14172","Fgf18"
"14173","Fgf2"
"14174","Fgf3"
"14175","Fgf4"
"14176","Fgf5"
"14177","Fgf6"
"14178","Fgf7"
"14179","Fgf8"
"14180","Fgf9"
"14182","Fgfr1"
"14183","Fgfr2"
"14184","Fgfr3"
"14186","Fgfr4"
"14191","Fgr"
"14199","Fhl1"
"14200","Fhl2"
"14205","Vegfd"
"14219","Ccn2"
"14235","Foxm1"
"14254","Flt1"
"14257","Flt4"
"14268","Fn1"
"14270","Srgap2"
"14281","Fos"
"14282","Fosb"
"14283","Fosl1"
"14284","Fosl2"
"14293","Fpr1"
"14296","Frat1"
"142980","Tlr3"
"14308","Fshb"
"14309","Fshr"
"14313","Fst"
"14357","Dtx1"
"14360","Fyn"
"14362","Fzd1"
"14365","Fzd3"
"14366","Fzd4"
"14367","Fzd5"
"14368","Fzd6"
"14369","Fzd7"
"14370","Fzd8"
"14371","Fzd9"
"14377","G6pc"
"14378","G6pc2"
"14388","Gab1"
"14389","Gab2"
"14394","Gabra1"
"14395","Gabra2"
"14396","Gabra3"
"14397","Gabra4"
"14399","Gabra6"
"14400","Gabrb1"
"14401","Gabrb2"
"14402","Gabrb3"
"14403","Gabrd"
"14404","Gabre"
"14405","Gabrg1"
"14406","Gabrg2"
"14407","Gabrg3"
"14408","Gabrr1"
"14409","Gabrr2"
"14430","Galt"
"14433","Gapdh"
"14451","Gas1"
"14459","Gast"
"14463","Gata4"
"14526","Gcg"
"14527","Gcgr"
"14534","Kat2a"
"14563","Gdf5"
"14570","Arhgdig"
"14580","Gfap"
"14599","Gh"
"14600","Ghr"
"14607","Gip"
"14609","Gja1"
"14617","Gjd2"
"14626","Gk2"
"14632","Gli1"
"14633","Gli2"
"14634","Gli3"
"14652","Glp1r"
"14672","Gna11"
"14673","Gna12"
"14674","Gna13"
"14677","Gnai1"
"14678","Gnai2"
"14679","Gnai3"
"14680","Gnal"
"14681","Gnao1"
"14682","Gnaq"
"14683","Gnas"
"14688","Gnb1"
"14693","Gnb2"
"14695","Gnb3"
"14696","Gnb4"
"14697","Gnb5"
"14699","Gngt1"
"14700","Gng10"
"14701","Gng12"
"14702","Gng2"
"14704","Gng3"
"14706","Gng4"
"14707","Gng5"
"14708","Gng7"
"14709","Gng8"
"14710","Gngt2"
"14714","Gnrh1"
"14715","Gnrhr"
"14723","Gp1ba"
"14724","Gp1bb"
"14725","Lrp2"
"14728","Lilrb4a"
"14729","Gp5"
"14739","S1pr2"
"14745","Lpar1"
"14772","Grk4"
"14773","Grk5"
"14783","Grb10"
"14784","Grb2"
"14799","Gria1"
"14800","Gria2"
"14802","Gria4"
"14805","Grik1"
"14806","Grik2"
"14807","Grik3"
"14809","Grik5"
"14810","Grin1"
"14811","Grin2a"
"14812","Grin2b"
"14813","Grin2c"
"14814","Grin2d"
"14816","Grm1"
"14823","Grm8"
"14825","Cxcl1"
"14886","Gtf2i"
"14918","Gucy2d"
"14919","Gucy2e"
"14924","Magi1"
"14933","Gk"
"14936","Gys1"
"14939","Gzmb"
"14960","H2-Aa"
"14961","H2-Ab1"
"14962","Cfb"
"14963","H2-Bl"
"14964","H2-D1"
"14969","H2-Eb1"
"14972","H2-K1"
"14980","H2-L"
"14985","H2-M10.1"
"14990","H2-M2"
"14991","H2-M3"
"14997","H2-M9"
"14998","H2-DMa"
"14999","H2-DMb1"
"15000","H2-DMb2"
"15001","H2-Oa"
"15002","H2-Ob"
"15006","H2-Q1"
"15007","H2-Q10"
"15013","H2-Q2"
"15015","H2-Q4"
"15018","H2-Q7"
"15019","H2-Q8"
"15024","H2-T10"
"15033","H2-T18"
"15039","H2-T22"
"15040","H2-T23"
"15042","H2-T24"
"15043","H2-T3"
"15051","H2-T9"
"15101","H60a"
"15160","Serpind1"
"15162","Hck"
"15163","Hcls1"
"15166","Hcn2"
"15170","Ptpn6"
"15182","Hdac2"
"15200","Hbegf"
"15205","Hes1"
"15208","Hes5"
"15234","Hgf"
"15245","Hhip"
"15251","Hif1a"
"15257","Hipk1"
"15258","Hipk2"
"15259","Hipk3"
"15275","Hk1"
"15277","Hk2"
"15357","Hmgcr"
"15360","Hmgcs2"
"15368","Hmox1"
"15370","Nr4a1"
"15376","Foxa2"
"15378","Hnf4a"
"15461","Hras"
"15465","Hrh1"
"15466","Hrh2"
"15469","Prmt1"
"15481","Hspa8"
"15482","Hspa1l"
"15485","Hsd17b1"
"15486","Hsd17b2"
"15490","Hsd17b7"
"15492","Hsd3b1"
"15493","Hsd3b2"
"15495","Hsd3b4"
"15496","Hsd3b5"
"15497","Hsd3b6"
"15507","Hspb1"
"15511","Hspa1b"
"15512","Hspa2"
"15516","Hsp90ab1"
"15519","Hsp90aa1"
"15550","Htr1a"
"15551","Htr1b"
"15552","Htr1d"
"15557","Htr1f"
"15558","Htr2a"
"15559","Htr2b"
"15560","Htr2c"
"15561","Htr3a"
"15562","Htr4"
"15563","Htr5a"
"15564","Htr5b"
"15565","Htr6"
"15566","Htr7"
"15568","Elavl1"
"15574","Hus1"
"15891","Ibsp"
"15894","Icam1"
"15896","Icam2"
"15901","Id1"
"15902","Id2"
"15903","Id3"
"15904","Id4"
"15945","Cxcl10"
"15951","Ifi204"
"15962","Ifna1"
"15964","Ifna11"
"15965","Ifna2"
"15967","Ifna4"
"15968","Ifna5"
"15969","Ifna6"
"15970","Ifna7"
"15972","Ifna9"
"15974","Ifnab"
"15975","Ifnar1"
"15976","Ifnar2"
"15977","Ifnb1"
"15978","Ifng"
"15979","Ifngr1"
"15980","Ifngr2"
"15985","Cd79b"
"16000","Igf1"
"16001","Igf1r"
"16009","Igfbp3"
"16147","Ihh"
"16149","Cd74"
"16150","Ikbkb"
"16151","Ikbkg"
"16153","Il10"
"16154","Il10ra"
"16155","Il10rb"
"16156","Il11"
"16157","Il11ra1"
"16158","Il11ra2"
"16159","Il12a"
"16160","Il12b"
"16161","Il12rb1"
"16162","Il12rb2"
"16163","Il13"
"16164","Il13ra1"
"16165","Il13ra2"
"16168","Il15"
"16169","Il15ra"
"16173","Il18"
"16175","Il1a"
"16176","Il1b"
"16177","Il1r1"
"16178","Il1r2"
"16179","Irak1"
"16180","Il1rap"
"16183","Il2"
"16184","Il2ra"
"16185","Il2rb"
"16186","Il2rg"
"16187","Il3"
"16188","Il3ra"
"16189","Il4"
"16190","Il4ra"
"16191","Il5"
"16192","Il5ra"
"16193","Il6"
"16194","Il6ra"
"16195","Il6st"
"16196","Il7"
"16197","Il7r"
"16198","Il9"
"16199","Il9r"
"16202","Ilk"
"16323","Inhba"
"16324","Inhbb"
"16325","Inhbc"
"16326","Inhbe"
"16332","Inppl1"
"16333","Ins1"
"16334","Ins2"
"16337","Insr"
"16348","Invs"
"16362","Irf1"
"16367","Irs1"
"16369","Irs3"
"16370","Irs4"
"16391","Irf9"
"16396","Itch"
"16398","Itga2"
"16399","Itga2b"
"16400","Itga3"
"16401","Itga4"
"16402","Itga5"
"16403","Itga6"
"16404","Itga7"
"16407","Itgae"
"16408","Itgal"
"16409","Itgam"
"16410","Itgav"
"16411","Itgax"
"16412","Itgb1"
"16414","Itgb2"
"16415","Itgb2l"
"16416","Itgb3"
"16419","Itgb5"
"16420","Itgb6"
"16421","Itgb7"
"16428","Itk"
"16438","Itpr1"
"16439","Itpr2"
"16440","Itpr3"
"16449","Jag1"
"16450","Jag2"
"16451","Jak1"
"16452","Jak2"
"16453","Jak3"
"16475","Ajuba"
"16476","Jun"
"16477","Junb"
"16478","Jund"
"16509","Kcne1"
"16513","Kcnj10"
"16515","Kcnj12"
"16516","Kcnj15"
"16517","Kcnj16"
"16518","Kcnj2"
"16519","Kcnj3"
"16520","Kcnj4"
"16521","Kcnj5"
"16522","Kcnj6"
"16523","Kcnj8"
"16524","Kcnj9"
"16527","Kcnk3"
"16529","Kcnk5"
"16531","Kcnma1"
"16532","Kcnu1"
"16533","Kcnmb1"
"16534","Kcnn4"
"16535","Kcnq1"
"16542","Kdr"
"16568","Kif3a"
"16572","Kif5a"
"16573","Kif5b"
"16574","Kif5c"
"16576","Kif7"
"16590","Kit"
"16591","Kl"
"16598","Klf2"
"16612","Klk1"
"16613","Klk1b11"
"16616","Klk1b21"
"16617","Klk1b24"
"16618","Klk1b26"
"16621","Klkb1"
"16622","Klk1b5"
"16623","Klk1b1"
"16624","Klk1b8"
"16627","Klra1"
"16634","Klra3"
"16635","Klra4"
"16638","Klra7"
"16640","Klra9"
"16641","Klrc1"
"16642","Klrc2"
"16643","Klrd1"
"16644","Kng1"
"16653","Kras"
"16706","Ksr1"
"16728","L1cam"
"16765","Stmn1"
"16772","Lama1"
"16773","Lama2"
"16774","Lama3"
"16775","Lama4"
"16776","Lama5"
"16777","Lamb1"
"16779","Lamb2"
"16780","Lamb3"
"16782","Lamc2"
"16797","Lat"
"16798","Lats1"
"16801","Arhgef1"
"16818","Lck"
"16822","Lcp2"
"16828","Ldha"
"16842","Lef1"
"16846","Lep"
"16847","Lepr"
"16848","Lfng"
"16866","Lhb"
"16867","Lhcgr"
"16878","Lif"
"16880","Lifr"
"16885","Limk1"
"16886","Limk2"
"16890","Lipe"
"16897","Llgl1"
"16905","Lmna"
"16906","Lmnb1"
"16907","Lmnb2"
"16923","Sh2b3"
"16956","Lpl"
"16973","Lrp5"
"16974","Lrp6"
"16992","Lta"
"16994","Ltb"
"17000","Ltbr"
"170483","Grin3b"
"17060","Blnk"
"170639","Olfr78"
"170648","Olfr138"
"170720","Card14"
"170731","Mfn2"
"170736","Parvb"
"170743","Tlr7"
"170744","Tlr8"
"170755","Sgk3"
"170758","Rac3"
"170767","Rfxap"
"170768","Pfkfb3"
"170770","Bbc3"
"17086","Ncr1"
"17087","Ly96"
"170936","Zfp369"
"17096","Lyn"
"17118","Marcks"
"17120","Mad1l1"
"171209","Asic3"
"171210","Acot2"
"17125","Smad1"
"17126","Smad2"
"17127","Smad3"
"17128","Smad4"
"17129","Smad5"
"17130","Smad6"
"17131","Smad7"
"171382","Trpm8"
"17164","Mapkapk2"
"17165","Mapkapk5"
"17168","Nprl3"
"17174","Masp1"
"17175","Masp2"
"17179","Matk"
"17187","Max"
"17194","Mbl1"
"17195","Mbl2"
"17199","Mc1r"
"17200","Mc2r"
"17210","Mcl1"
"17215","Mcm3"
"17216","Mcm2"
"17217","Mcm4"
"17218","Mcm5"
"17219","Mcm6"
"17220","Mcm7"
"17222","Anapc1"
"17246","Mdm2"
"17248","Mdm4"
"17258","Mef2a"
"17259","Mef2b"
"17260","Mef2c"
"17261","Mef2d"
"17274","Rab8a"
"17295","Met"
"17305","Mfng"
"17311","Kitl"
"17329","Cxcl9"
"17342","Mitf"
"17344","Pias2"
"17346","Mknk1"
"17347","Mknk2"
"17356","Afdn"
"17357","Marcksl1"
"17387","Mmp14"
"17390","Mmp2"
"17393","Mmp7"
"17395","Mmp9"
"17436","Me1"
"17444","Grap2"
"17451","Mos"
"17480","Mpl"
"17532","Mras"
"17535","Mre11a"
"17540","Mrvi1"
"17691","Sik1"
"17698","Msn"
"17762","Mapt"
"17763","Mtcp1"
"17773","Mtnr1a"
"17863","Myb"
"17865","Mybl2"
"17869","Myc"
"17873","Gadd45b"
"17874","Myd88"
"17880","Myh11"
"17886","Myh9"
"17888","Myh6"
"17896","Myl4"
"17897","Myl3"
"17898","Myl7"
"17904","Myl6"
"17906","Myl2"
"17907","Mylpf"
"17909","Myo10"
"17931","Ppp1r12a"
"17940","Naip1"
"17948","Naip2"
"17951","Naip5"
"17952","Naip6"
"17969","Ncf1"
"17970","Ncf2"
"17972","Ncf4"
"17973","Nck1"
"17974","Nck2"
"18015","Nf1"
"18016","Nf2"
"18018","Nfatc1"
"18019","Nfatc2"
"18021","Nfatc3"
"18033","Nfkb1"
"18034","Nfkb2"
"18035","Nfkbia"
"18036","Nfkbib"
"18037","Nfkbie"
"18044","Nfya"
"18045","Nfyb"
"18046","Nfyc"
"18048","Klk1b4"
"18049","Ngf"
"18050","Klk1b3"
"18053","Ngfr"
"18099","Nlk"
"18106","Cd244a"
"18119","Nodal"
"18121","Nog"
"18125","Nos1"
"18126","Nos2"
"18127","Nos3"
"18128","Notch1"
"18129","Notch2"
"18131","Notch3"
"18132","Notch4"
"18143","Npas2"
"18158","Nppb"
"18160","Npr1"
"18166","Npy1r"
"18176","Nras"
"18183","Nrg3"
"18186","Nrp1"
"18201","Nsmaf"
"18205","Ntf3"
"18208","Ntn1"
"18211","Ntrk1"
"18212","Ntrk2"
"18213","Ntrk3"
"18218","Dusp8"
"18222","Numb"
"18223","Numbl"
"18227","Nr4a2"
"18307","Olfr10"
"18310","Olfr13"
"18312","Olfr15"
"18313","Olfr16"
"18314","Olfr17"
"18315","Olfr18"
"18316","Olfr19"
"18317","Olfr2"
"18322","Olfr24"
"18323","Olfr25"
"18324","Olfr26"
"18328","Olfr3"
"18329","Olfr30"
"18330","Olfr31"
"18331","Olfr32"
"18332","Olfr33"
"18341","Olfr263"
"18343","Olfr44"
"18344","Olfr45"
"18345","Olfr46"
"18346","Olfr47"
"18347","Olfr48"
"18348","Olfr49"
"18349","Olfr5"
"18350","Olfr50"
"18351","Olfr51"
"18352","Olfr52"
"18354","Olfr54"
"18356","Olfr56"
"18357","Olfr57"
"18359","Olfr59"
"18361","Olfr60"
"18362","Olfr61"
"18363","Olfr62"
"18365","Olfr65"
"18366","Olfr64"
"18367","Olfr66"
"18368","Olfr67"
"18369","Olfr68"
"18370","Olfr69"
"18372","Olfr8"
